SK_ID_CURR,NAME_CONTRACT_TYPE,CODE_GENDER,FLAG_OWN_CAR,FLAG_OWN_REALTY,CNT_CHILDREN,AMT_INCOME_TOTAL,AMT_CREDIT,AMT_ANNUITY,AMT_GOODS_PRICE,NAME_TYPE_SUITE,NAME_INCOME_TYPE,NAME_EDUCATION_TYPE,NAME_FAMILY_STATUS,NAME_HOUSING_TYPE,REGION_POPULATION_RELATIVE,DAYS_BIRTH,DAYS_EMPLOYED,DAYS_REGISTRATION,DAYS_ID_PUBLISH,OWN_CAR_AGE,FLAG_MOBIL,FLAG_EMP_PHONE,FLAG_WORK_PHONE,FLAG_CONT_MOBILE,FLAG_PHONE,FLAG_EMAIL,OCCUPATION_TYPE,CNT_FAM_MEMBERS,REGION_RATING_CLIENT,REGION_RATING_CLIENT_W_CITY,WEEKDAY_APPR_PROCESS_START,HOUR_APPR_PROCESS_START,REG_REGION_NOT_LIVE_REGION,REG_REGION_NOT_WORK_REGION,LIVE_REGION_NOT_WORK_REGION,REG_CITY_NOT_LIVE_CITY,REG_CITY_NOT_WORK_CITY,LIVE_CITY_NOT_WORK_CITY,ORGANIZATION_TYPE,EXT_SOURCE_1,EXT_SOURCE_2,EXT_SOURCE_3,APARTMENTS_AVG,BASEMENTAREA_AVG,YEARS_BEGINEXPLUATATION_AVG,YEARS_BUILD_AVG,COMMONAREA_AVG,ELEVATORS_AVG,ENTRANCES_AVG,FLOORSMAX_AVG,FLOORSMIN_AVG,LANDAREA_AVG,LIVINGAPARTMENTS_AVG,LIVINGAREA_AVG,NONLIVINGAPARTMENTS_AVG,NONLIVINGAREA_AVG,APARTMENTS_MODE,BASEMENTAREA_MODE,YEARS_BEGINEXPLUATATION_MODE,YEARS_BUILD_MODE,COMMONAREA_MODE,ELEVATORS_MODE,ENTRANCES_MODE,FLOORSMAX_MODE,FLOORSMIN_MODE,LANDAREA_MODE,LIVINGAPARTMENTS_MODE,LIVINGAREA_MODE,NONLIVINGAPARTMENTS_MODE,NONLIVINGAREA_MODE,APARTMENTS_MEDI,BASEMENTAREA_MEDI,YEARS_BEGINEXPLUATATION_MEDI,YEARS_BUILD_MEDI,COMMONAREA_MEDI,ELEVATORS_MEDI,ENTRANCES_MEDI,FLOORSMAX_MEDI,FLOORSMIN_MEDI,LANDAREA_MEDI,LIVINGAPARTMENTS_MEDI,LIVINGAREA_MEDI,NONLIVINGAPARTMENTS_MEDI,NONLIVINGAREA_MEDI,FONDKAPREMONT_MODE,HOUSETYPE_MODE,TOTALAREA_MODE,WALLSMATERIAL_MODE,EMERGENCYSTATE_MODE,OBS_30_CNT_SOCIAL_CIRCLE,DEF_30_CNT_SOCIAL_CIRCLE,OBS_60_CNT_SOCIAL_CIRCLE,DEF_60_CNT_SOCIAL_CIRCLE,DAYS_LAST_PHONE_CHANGE,FLAG_DOCUMENT_2,FLAG_DOCUMENT_3,FLAG_DOCUMENT_4,FLAG_DOCUMENT_5,FLAG_DOCUMENT_6,FLAG_DOCUMENT_7,FLAG_DOCUMENT_8,FLAG_DOCUMENT_9,FLAG_DOCUMENT_10,FLAG_DOCUMENT_11,FLAG_DOCUMENT_12,FLAG_DOCUMENT_13,FLAG_DOCUMENT_14,FLAG_DOCUMENT_15,FLAG_DOCUMENT_16,FLAG_DOCUMENT_17,FLAG_DOCUMENT_18,FLAG_DOCUMENT_19,FLAG_DOCUMENT_20,FLAG_DOCUMENT_21,AMT_REQ_CREDIT_BUREAU_HOUR,AMT_REQ_CREDIT_BUREAU_DAY,AMT_REQ_CREDIT_BUREAU_WEEK,AMT_REQ_CREDIT_BUREAU_MON,AMT_REQ_CREDIT_BUREAU_QRT,AMT_REQ_CREDIT_BUREAU_YEAR
200032,Cash loans,M,N,N,1,225000.0,1687144.5,176764.5,1514605.5,Group of people,Working,Incomplete higher,Married,Rented apartment,0.007274,-9018,-239,-7673,-2244,,1,1,0,1,0,0,Core staff,3.0,3,3,SATURDAY,12,1,1,0,0,0,1,Medicine,0.241287,0.11437,0.358688,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,0.0,0.0,-775,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,2.0,3.0,2.0,7.0
200033,Cash loans,F,N,N,1,90000.0,847251.0,98680.5,749853.0,Unaccompanied,Working,Secondary / secondary special,Separated,Rented apartment,0.020713,-9483,-327,-1049,-4442,,1,1,0,1,0,0,Laborers,2.0,3,3,WEDNESDAY,11,0,0,1,1,1,1,Industry: type 3,0.214488,0.427876,,0.11313,0.091346,1,0.93307,,0.292667,0.104193,0.170532,,0.135494,,0.062585,0.029579,,0.114548,0.086425,1,0.943381,,0.28163,0.103703,0.162226,,0.139052,,0.062154,0.030341,,0.112772,0.089112,1,0.909939,,0.278248,0.100355,0.165572,,0.135909,,0.062738,0.030323,,org spec account,specific housing,0.068439,Block,No,3.0,0.0,3.0,0.0,-82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,1.0,0.0,1.0,8.0
200034,Cash loans,F,Y,Y,3,270000.0,2025000.0,215842.5,1951411.5,Unaccompanied,Unemployed,Secondary / secondary special,Widow,House / apartment,0.026392,-9796,-534,-11015,-5770,34.0,1,1,0,1,0,1,Laborers,4.0,3,3,THURSDAY,12,0,0,0,0,0,1,School,,0.107488,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2.0,0.0,1.0,-326,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,1.0,1.0,7.0
200035,Cash loans,F,N,Y,0,180000.0,849393.0,50998.5,832869.0,"Spouse, partner",Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,0.003122,-12332,-9807,-6766,-3421,,1,1,0,1,1,0,Drivers,2.0,1,1,TUESDAY,10,0,1,0,0,0,0,Construction,0.871944,0.874426,0.735315,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,0.0,-2967,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0
200036,Cash loans,M,N,N,2,360000.0,1851151.5,180148.5,1771596.0,Children,Commercial associate,Lower secondary,Civil marriage,Municipal apartment,0.018209,-8528,-550,-5897,-4209,,1,1,1,1,1,0,Medicine staff,4.0,3,3,SUNDAY,18,0,0,1,0,1,1,Business Entity Type 3,,0.573244,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,1.0,9.0,1.0,-759,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,3.0,2.0,6.0
200037,Cash loans,F,N,Y,3,135000.0,1009530.0,96192.0,842008.5,Children,Unemployed,Secondary / secondary special,Separated,With parents,0.005002,-10947,-323,-2479,-83,,1,1,0,1,1,0,Laborers,4.0,3,3,FRIDAY,15,1,1,1,0,0,0,XNA,0.02,0.178017,0.29581,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,3.0,0.0,3.0,-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,1.0,2.0,0.0,3.0
200038,Cash loans,F,N,Y,1,315000.0,603877.5,33804.0,592992.0,Children,Working,Higher education,Civil marriage,With parents,0.026392,-20833,-3844,-10437,-86,,1,1,0,1,0,0,Security staff,3.0,2,2,SATURDAY,17,0,0,0,0,1,0,XNA,,0.899063,0.752567,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,-865,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,1.0,0.0,0.0
200039,Cash loans,F,Y,N,0,225000.0,1079379.0,39199.5,975730.5,Group of people,Commercial associate,Higher education,Separated,House / apartment,0.005002,-12633,-956,-3808,-631,37.0,1,1,1,1,1,0,Laborers,1.0,2,2,SATURDAY,9,0,0,0,0,0,0,Construction,,0.730389,0.778597,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,0.0,2.0,0.0,-1768,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,1.0,3.0
200040,Cash loans,M,Y,Y,3,315000.0,1876869.0,149656.5,1494310.5,Unaccompanied,Working,Secondary / secondary special,Civil marriage,Municipal apartment,0.031329,-11362,-788,-9785,-4908,9.0,1,1,1,1,1,0,Drivers,5.0,2,2,THURSDAY,11,0,0,0,1,1,0,Government,,0.25979,0.104942,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,2.0,2.0,2.0,-274,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,1.0,3.0,6.0
200041,Cash loans,M,Y,Y,0,225000.0,1119798.0,61402.5,1051038.0,Family,Commercial associate,Higher education,Separated,House / apartment,0.018209,-22255,-2452,-10374,-4031,19.0,1,1,0,1,1,0,Drivers,1.0,2,2,SUNDAY,17,0,0,0,0,0,0,School,0.628615,0.508546,0.70377,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,-736,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,1.0,0.0,2.0
200042,Cash loans,F,N,N,1,157500.0,1346485.5,92641.5,1296508.5,Group of people,Working,Incomplete higher,Civil marriage,House / apartment,0.005002,-10347,-749,-10779,-5454,,1,1,1,1,0,1,Cleaning staff,3.0,3,3,MONDAY,14,1,1,1,0,1,0,Business Entity Type 3,0.02,0.084377,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,3.0,6.0,3.0,-227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,3.0,3.0,7.0
200043,Cash loans,M,Y,Y,1,180000.0,563593.5,40477.5,476235.0,Other_A,Pensioner,Secondary / secondary special,Civil marriage,With parents,0.02461,-22846,365243,-3048,-3995,22.0,1,0,0,1,0,0,,3.0,2,2,WEDNESDAY,7,0,0,0,0,0,0,XNA,,0.473561,0.497141,0.282137,0.0258,1,0.755162,0.121198,0.359915,0.067426,0.32739,,0.039005,,0.373053,,0,0.291331,0.025393,0.980963,0.739846,0.118121,0.37989,0.068942,0.345723,,0.037807,,0.361177,,0,0.275734,0.025019,0.988267,0.738357,0.123578,0.383785,0.071311,0.335704,,0.038908,,0.358977,,0,reg oper account,block of flats,0.255677,"Stone, brick",No,2.0,0.0,1.0,0.0,-3545,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
200044,Cash loans,M,Y,Y,1,180000.0,510574.5,32373.0,453483.0,"Spouse, partner",Working,Secondary / secondary special,Married,With parents,0.005002,-23959,-2054,-10406,-5449,14.0,1,1,1,1,0,1,Security staff,3.0,2,2,TUESDAY,11,0,0,0,0,0,0,Construction,0.587415,0.622539,0.702984,0.187907,0.222141,0.991336,0.850656,,0,0.034302,0.378485,0.383545,0.187196,0.076246,0.174623,0,0,0.187268,0.22635,0.96036,0.831586,,0,0.03454,0.387005,0.384455,0.177292,0.075916,0.172422,0,0,0.194771,0.221509,0.947864,0.803377,,0,0.033803,0.385307,0.371781,0.177388,0.075216,0.175425,0,0,reg oper account,block of flats,0.194775,Block,No,3.0,0.0,3.0,0.0,-2241,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,0.0,1.0,0.0
200045,Cash loans,F,N,N,0,405000.0,1841458.5,132912.0,1442934.0,Children,Working,Higher education,Separated,With parents,0.003122,-12167,-7930,-8113,-3170,,1,1,0,1,0,0,,1.0,2,2,FRIDAY,6,0,1,0,0,0,0,Construction,0.654494,0.64381,,0.237892,0.142506,0.931883,0.719683,0.133876,0,0.272977,0.04103,,,0.019302,0.2048,0,0,0.237575,0.137831,0.957361,0.750698,0.127167,0,0.269567,0.042528,,,0.020139,0.201647,0,0,0.241688,0.138649,0.923821,0.757823,0.129126,0,0.282325,0.040859,,,0.01971,0.195766,0,0,org spec account,specific housing,0.14558,Block,No,0.0,0.0,0.0,0.0,-3525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,2.0
200046,Cash loans,F,N,Y,1,315000.0,463090.5,16947.0,387922.5,Group of people,Pensioner,Higher education,Widow,With parents,0.010032,-21929,365243,-4010,-715,,1,0,1,1,0,0,,2.0,1,1,FRIDAY,14,0,0,0,0,0,1,XNA,0.639553,0.862275,0.81344,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,0.0,2.0,0.0,-3033,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0
200047,Cash loans,M,N,N,0,121500.0,526333.5,21937.5,494001.0,Family,Pensioner,Higher education,Married,House / apartment,0.018209,-22317,365243,-9407,-5531,,1,0,0,1,0,1,,2.0,2,2,FRIDAY,5,0,0,0,0,0,0,XNA,0.635111,0.516815,0.577725,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,0.0,1.0,-1490,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,3.0
200048,Cash loans,F,Y,Y,0,270000.0,1313122.5,89343.0,1116661.5,Family,State servant,Higher education,Single / not married,House / apartment,0.020713,-20648,-6808,-1983,-4399,32.0,1,1,1,1,0,0,Drivers,1.0,2,2,THURSDAY,9,0,0,0,0,0,0,Medicine,0.662422,0.574778,0.706703,0.076304,0.126292,0.93432,0.744083,,0,0.275724,0.321565,,0.173958,,0.014203,0,0,0.076591,0.124234,0.980395,0.73474,,0,0.266738,0.322516,,0.162401,,0.014324,0,0,0.073845,0.128644,0.944573,0.728118,,0,0.28254,0.338652,,0.170456,,0.013763,0,0,reg oper spec account,block of flats,0.090856,Mixed,No,1.0,0.0,0.0,0.0,-2471,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,3.0
200049,Cash loans,M,N,N,0,180000.0,703570.5,52506.0,589054.5,"Spouse, partner",Working,Secondary / secondary special,Married,House / apartment,0.005002,-16551,-7325,-10767,-1984,,1,1,1,1,0,0,Cleaning staff,2.0,1,1,SUNDAY,17,0,0,0,0,0,0,Government,0.494436,0.658581,0.665392,0.228177,0.140639,0.9417,0.520577,0.142465,0,0.268995,0.204631,,0.183507,,0.049051,0,,0.217929,0.139506,0.971644,0.515138,0.141156,0,0.267893,0.203292,,0.183525,,0.051053,0,,0.22783,0.145176,1,0.524628,0.144646,0,0.275562,0.215177,,0.17808,,0.050493,0,,org spec account,specific housing,0.172449,Block,No,0.0,0.0,0.0,0.0,-1302,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,1.0,0.0,3.0
200050,Cash loans,F,N,Y,1,202500.0,1508413.5,113665.5,1363432.5,Family,Working,Incomplete higher,Separated,With parents,0.005002,-12314,-615,-5983,-603,,1,1,1,1,1,1,Sales staff,2.0,3,3,WEDNESDAY,9,0,0,0,0,1,1,Construction,,0.045281,0.044642,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,1.0,3.0,0.0,-575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,3.0,2.0,5.0
